,,,source,author,title,description,url,urlToImage,publishedAt,content,category,country
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,"#CelebrityEvenings: From Nysa Devgan to Raveena Tandon, Bollywood celebs spotted in Mumbai - Indiatimes.com","The paparazzi captured Bollywood stars at different locations in Mumbai on May 30. Celebrities including Malaika Arora, Nysa Devgan, Raveena Tandon, Rhea Chakraborty, Sonu Sood, and others were spotted as they stepped out in the city looking their us",https://timesofindia.indiatimes.com/videos/entertainment/hindi/celebrityevenings-from-nysa-devgan-to-raveena-tandon-bollywood-celebs-spotted-in-mumbai/videoshow/100629566.cms,https://timesofindia.indiatimes.com/photo/100629566/size-54642/100629566.jpg,2023-05-30T16:41:58Z,"The paparazzi captured Bollywood
 stars at different locations in Mumbai on May 30. Celebrities including Malaika Arora, Nysa Devgan
, Raveena Tandon
, Rhea Chakraborty, Sonu Sood, and others wereâ€¦ [+155 chars]",entertainment,in
,,,"{'id': None, 'name': 'News18'}",Aditi Giri,"Shabana Azmi Speaks About Javed Akhtarâ€™s First Wife Honey Irani, Says â€˜I Do Not Talk About...â€™ - News18","Shabana Azmi and Javed Akhtar married in 1984. Prior to their marriage, Javed had two children, Zoya Akhtar and Farhan Akhtar, from his first wife, Honey Irani.",https://www.news18.com/movies/shabana-azmi-speaks-about-javed-akhtars-first-wife-honey-irani-says-i-do-not-talk-about-7959583.html,https://images.news18.com/ibnlive/uploads/2023/05/shabana-azmi-168546040616x9.jpg,2023-05-30T15:28:09Z,"Shabana Azmi recently opened up on her bond with Javed Akhtars children, Zoya and Farhan Akhtar. She shared that their relationship is built on friendship and trust and credits it to Javeds ex-wife Hâ€¦ [+1641 chars]",entertainment,in
,,,"{'id': None, 'name': 'India Today'}",Srimoyee Chowdhury,Rahat Fateh Ali Khanâ€™s Qawwali tribute for Sidhu Moose Wala is going viral. Watch - India Today,"A video of the celebrated Sufi singer is going viral on Twitter and it was shot during his US concert. In the clip, Rahat Fateh Ali Khan can be seen dedicating a Qawwali to the late Punjabi singer Sidhu Moose Wala.",https://www.indiatoday.in/trending-news/story/rahat-fateh-ali-khans-qawwali-tribute-for-sidhu-moose-wala-is-going-viral-watch-2386598-2023-05-30,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/khan-sixteen_nine.jpg?VersionId=Enwzmi2.0ziugXfu9UvzmmC_qTNyGSTv,2023-05-30T14:56:33Z,"By Srimoyee Chowdhury: When someone talks about music that touches the soul, Pakistani singer Rahat Fateh Ali Khanâ€™s name immediately comes to oneâ€™s mind. Very few can deny how Jiya Dhadak Dhadak, Daâ€¦ [+891 chars]",entertainment,in
,,,"{'id': None, 'name': 'Indiaforums.com'}",Team India Forums,Pandya Store: Raavi spills the beans; Malti ji and Dhara's relationship to be revealed - India Forums,The upcoming track will see major drama where Raavi tells everyone in the family that Malti ji is Dhara's mother.,https://www.indiaforums.com/article/pandya-store-raavi-spills-the-beans-malti-ji-and-dharas-relationship-to-be-revealed_197173,https://img.indiaforums.com/article/1200x675/19/7173-pandya-store-raavi-spills-the-beans-malti-ji-and-dharas-relationship-to-be-revealed.jpg,2023-05-30T14:17:00Z,Star Plus' show Pandya Store has kept the audience hooked with its current track. The show has been on the top of the TRP charts for a long time now and has managed to secure its spot in the Top 10 sâ€¦ [+884 chars],entertainment,in
,,,"{'id': None, 'name': 'The Indian Express'}",Entertainment Desk,Dipika Kakar says her miscarriage hit her â€˜very badlyâ€™: â€˜Took time to come out of itâ€™ - The Indian Express,Dipika Kakar had previously revealed that she suffered a miscarriage last year. The actor recently opened up about it in an interview.,https://indianexpress.com/article/entertainment/television/dipika-kakar-says-her-miscarriage-hit-her-very-badly-8637287/,https://images.indianexpress.com/2023/05/Dipika-Kakar-quite-acting-1200.jpg,2023-05-30T14:04:50Z,"Dipika Kakar, who is expecting her first baby with husband Shoaib Ibrahim, had previously revealed that she suffered a miscarriage last year. In a recent interview, the actor said that she was affectâ€¦ [+1437 chars]",entertainment,in
,,,"{'id': None, 'name': 'Ottplay.com'}",Sunidhi Prajapat,"OTT shows, web series releasing this week: Asur season 2, Scoop and others streaming on Netflix, Jio Cinema, Prime Video, Hotstar, ZEE5 & More - OTTplay","OTT shows, web series releasing this week: Asur season 2, Scoop and others streaming on Netflix, Jio Cinema, Prime Video, Hotstar, ZEE5 & More",https://www.ottplay.com/news/ott-shows-web-series-releasing-this-week-asur-season-2-scoop-and-others-streaming-on-netflix-jio-cinema-prime-video-hotstar-zee5-more/f89378167a130,https://images.ottplay.com/images/ott-559.jpeg,2023-05-30T12:32:32Z,"Last week, the OTT platforms thrilled the audience with some great web series such as the Saqib Saleem, Shriya Pilgaonkar and Mohammed Iqbal Khan starrer Crackdown Season 2 and the new episodes of Inâ€¦ [+2017 chars]",entertainment,in
,,,"{'id': None, 'name': 'The Indian Express'}",Entertainment Desk,Maamannanâ€™s audio launch date confirmed; AR Rahman to perform live - The Indian Express,"Maamannan is expected to hit theatres in June this year, though the film's team has not announced the official release date yet.",https://indianexpress.com/article/entertainment/tamil/tamil-film-maamannan-audio-launch-date-confirmed-ar-rahman-live-performance-8637017/,https://images.indianexpress.com/2023/05/Maamannan-1.jpg,2023-05-30T12:14:04Z,"From the moment it was announced, the makers of Maamannan have been relentless in their efforts to generate excitement among fans, consistently providing them with exciting updates about the film. Noâ€¦ [+2066 chars]",entertainment,in
,,,"{'id': None, 'name': 'News18'}",News18,"Sobhita Dhulipala Is A Vision To Behold In White Cotton Saree, See The Diva's Stunning Pictures - News18","Sobhita Dhulipala gives summer style goals, draped in a simple white saree. The Southern beauty looks simply beautiful in the understated yet elegant pictures.",https://www.news18.com/photogallery/entertainment/sobhita-dhulipala-is-a-vision-to-behold-in-white-cotton-saree-see-the-divas-stunning-pictures-7956463.html,https://images.news18.com/ibnlive/uploads/2023/05/sobhita-dhulipala-photos-168544782116x9.jpg,2023-05-30T11:58:45Z,"Sobhita Dhulipala has shared a wonderful set of photos on her social media, captioning it Indian summer. And what brilliant pictures they are! Draped in a simple cotton saree, she looks absolutely brâ€¦ [+67 chars]",entertainment,in
,,,"{'id': None, 'name': 'PINKVILLA'}",Shaibalina Choudhury,Paras Kalnawat slams Anupamaa actors Nidhi Shah and Aashish Mehrotra: They have back stabbed me - PINKVILLA,Paras Kalnawat Used To Essay The Role Of Samar Shah In Anupamaa. Nidhi Shah And Aashish Mehrotra Are Currrently Seen In The Show.,https://www.pinkvilla.com/tv/news/paras-kalnawat-slams-anupamaa-actors-nidhi-shah-and-aashish-mehrotra-they-have-back-stabbed-me-1223504,https://www.pinkvilla.com/english/images/2023/05/24933296_nidhi-shah-paras-kalnawat-aashish-mehrotra_1280*720.jpg,2023-05-30T11:54:01Z,Actor Paras Kalnawat used to essay the role of Samar Shah in the hit telly dramaÂ Anupamaa. He quit the show to participate in the dance reality show Jhalak Dikhhla Jaa 10. The actor is currently seenâ€¦ [+2199 chars],entertainment,in
,,,"{'id': None, 'name': 'NDTV News'}",,Sara Ali Khan's First Impression Of Vicky Kaushal And His Reply - Both Equally ROFL - NDTV Movies,"In response, Vicky Kaushal said, ""You have to answer something different. I get to hear the same thing from the vegetable vendor""",https://www.ndtv.com/entertainment/sara-ali-khan-s-first-impression-of-zara-hatke-zara-bachke-co-star-vicky-kushal-was-4078992,https://c.ndtvimg.com/2023-05/qmlmks2g_sara-_625x300_30_May_23.jpg,2023-05-30T11:40:46Z,"Still from a video on YouTube. (courtesy: imdb)
Sara Ali Khan and Vicky Kaushal are on a whirlwind tour of the country, promoting their upcoming film Zara Hatke Zara Bachke. As part of the promotionâ€¦ [+1914 chars]",entertainment,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Teaser of Amar Singh Chamkila biopic out! Fans shock to see Diljit Dosanjh without turban - Indiatimes.com,"The teaser of Diljit Dosanjh's upcoming film, which is a musical biopic of Punjabi singer Amar Singh Chamkila who was killed at the age of 27 is out. Directed by Imtiaz Ali, the teaser shows Diljit without turban and this irked a section of netizens",https://timesofindia.indiatimes.com/videos/entertainment/hindi/teaser-of-amar-singh-chamkila-biopic-out-fans-shock-to-see-diljit-dosanjh-without-turban/videoshow/100622252.cms,https://timesofindia.indiatimes.com/photo/100622252/size-24756/100622252.jpg,2023-05-30T11:01:59Z,"The teaser
 of Diljit Dosanjh
's upcoming film, which is a musical biopic
 of Punjabi singer Amar Singh Chamkila
 who was killed at the age of 27 is out. Directed by Imtiaz Ali, the teaser shows â€¦ [+428 chars]",entertainment,in
,,,"{'id': None, 'name': 'Bollywoodmdb.com'}",Aqsa Akbani Siddiqui,"Breaking News! Ghum Hai Kisikey Pyaar Meiin: After Ayesha Singh, Neil Bhatt And Harshad Arora, Sneha Bhawsar To QUIT The Show - BollywoodMDB","Sneha Bhawsar who plays the character of Karishma Chavan in Star Plus show â€˜Ghum Hai Kisikey Pyaar Meiinâ€™ is also set to quit the show along with the lead actors Ayesha Singh, Neil Bhatt and Harshad Arora.",https://www.bollywoodmdb.com/tv-news-adda/breaking-news-ghum-hai-kisikey-pyaar-meiin-after-ayesha-singh-neil-bhatt-and-harshad-arora-sneha-bhawsar-to-quit-the-show,https://cdn.bollywoodmdb.com/fit-in/post/SnehaBhawsaryy_1685444607926.jpg,2023-05-30T10:50:57Z,"BollywoodMDB is back with yet another update from Star Plus show Ghum Hai Kisikey Pyaar Meiin.
Earlier in the day we reported about chances of actor Fahmaan Khan being roped in as the lead of the shâ€¦ [+1307 chars]",entertainment,in
,,,"{'id': None, 'name': 'Moviecrow.com'}",,"2018 Malayalam Movie OTT release date Tamil Movie, Music Reviews and News - Movie Crow",,https://www.moviecrow.com/News/32122/2018-malayalam-movie-ott-release-date,https://static.moviecrow.com/marquee/2018-malayalam-movie-ott-release-date/216232_thumb_665.jpg,2023-05-30T10:40:42Z,"Tovino Thomas, Kunchacko Boban and Asif Ali starrer 2018Â is a Malayalam movie which got praised from both critics and audience. The film is all set to have its OTT premiere on June 7. Sony Liv streamâ€¦ [+386 chars]",entertainment,in
,,,"{'id': None, 'name': 'Bollywoodshaadis.com'}",,"Uorfi Javed Wins The Internet In A Stuffed Toy Embellished Jacket, Neha Dhupia Calls It 'The Cutest' - BollywoodShaadis.com",Uorfi Javed's new outfit made the internet fall in love as it featured a jacket that came along with stuffed toys embellishment. Neha Dhupia is in awe of the toy jacket.,https://www.bollywoodshaadis.com/articles/uorfi-javeds-soft-toy-jacket-wins-the-internet-the-nteizens-are-in-love-40926,https://www.bollywoodshaadis.com/img/article-l-2023514916031957799000.jpg,2023-05-30T10:33:54Z,"Uorfi Javed never skips a chance to hit the headlines with her fashion quotient. Uorfi won fame with her stint on Bigg Boss OTT. Apart from that, she also appeared in Yeh Rishta Kya Kehlata Hai and Kâ€¦ [+3250 chars]",entertainment,in
,,,"{'id': None, 'name': 'Koimoi'}",IANS,2018 Box Office (Worldwide): Tovino Thomas Starrer Emerges At The Biggest Industry Hit Of Mollywood - Koimoi,2018 has now surpassed another milestone by minting Rs 160 crore worldwide in just 25 days. Here's its box office update!,https://www.koimoi.com/box-office/2018-box-office-worldwide-tovino-thomas-starrer-emerges-at-the-biggest-industry-hit-of-mollywood/,https://static-koimoi.akamaized.net/wp-content/new-galleries/2023/05/tovino-thomas-starrer-kerala-floods-drama-2018-sets-mollywood-record.jpg,2023-05-30T09:07:24Z,"Tovino Thomas-starrer Kerala floods drama â€˜2018â€™ sets Mollywood record (Picture Credit: IMDB)
The Tovino Thomas starrer â€˜2018: Everyone Is A Heroâ€™ has emerged as the biggest industry hit in the histâ€¦ [+1384 chars]",entertainment,in
,,,"{'id': None, 'name': 'Swarajya'}",K Balakumar,Not Even An FIR: How Long Will Closeness To The DMK Help Vairamuthu? - Swarajya,,https://swarajyamag.com/movies/not-even-an-fir-how-long-will-closeness-to-the-dmk-help-vairamuthu,https://gumlet.assettype.com/swarajya%2F2023-05%2Ffc4d0523-6b3f-440f-af9c-63dcef43d2bc%2FKaviperarasu_Vairamuthu_In_Tamizh_Aatrupadai_Grand_Release_Photos_28.jpg?w=1200&auto=format%2Ccompress&ogImage=true,2023-05-30T08:23:59Z,"In the first week of this month (May), the famed AVM Studios unveiled its heritage museum. 
Tamil Nadu Chief Minister M K Stalin inaugurated the same, and flanking him closely in most pictures and câ€¦ [+6659 chars]",entertainment,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"â€˜RIP, my love.â€™ Vaibhavi Upadhyaya's fiancÃ© Jay Gandhi bids an emotional farewell to late actress - Economic Times","According to reports, the couple were driving through a valley in Himachal Pradesh, when their car fell into a gorge.",https://economictimes.indiatimes.com/magazines/panache/rip-my-love-vaibhavi-upadhyayas-fianc-jay-gandhi-bids-an-emotional-farewell-to-late-actress/articleshow/100613267.cms,"https://img.etimg.com/thumb/msid-100613248,width-1070,height-580,imgsize-143050,overlay-etpanache/photo.jpg",2023-05-30T06:17:00Z,"Days after Sarabhai Vs Sarabhai actress Vaibhavi Upadhyaya breathed her last, her fiancÃ© Jay Gandhi paid an emotional farewell to her. Taking to Instagram, Gandhi shared some beautiful couple photos â€¦ [+1742 chars]",entertainment,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,"Zeenat Aman â€˜would have loved to playâ€™ these roles of Madhubala, Waheeda Rehman - Hindustan Times",Zeenat Aman posed in an Audrey Hepburn-inspired look for her latest photoshoot. She also shared a list of iconic roles she would have loved to play. | Bollywood,https://www.hindustantimes.com/entertainment/bollywood/zeenat-aman-iconic-roles-madhubala-waheeda-rehman-sridevi-meryl-streep-101685419809708.html,https://www.hindustantimes.com/ht-img/img/2023/05/30/1600x900/Zeenat_Aman_1685421252895_1685421303797.jpg,2023-05-30T05:01:58Z,"Veteran actor Zeenat Aman shared her new pictures as she featured in a new photoshoot. Taking to Instagram on Tuesday, Zeenat also shared a list of the roles she would want to play. The list includesâ€¦ [+2993 chars]",entertainment,in
,,,"{'id': None, 'name': 'Hindustan Times'}",Krishna Priya Pallavi,Kriti Sanon looks exquisite in Chikankari suit as she visits temple to seek blessings for Adipurush song Ram Siya Ram - Hindustan Times,Kriti Sanon visited a temple to seek blessings for the new Adipurush song Ram Siya Ram. She looked exquisite in a Chikankari suit for the occasion. | Fashion Trends,https://www.hindustantimes.com/lifestyle/fashion/kriti-sanon-in-chikankari-suit-visits-temple-adipurush-song-ram-siya-ram-101685421845132.html,https://www.hindustantimes.com/ht-img/img/2023/05/30/1600x900/Kriti_Sanon_Adipurush_1685422245790_1685422255017.jpg,2023-05-30T04:54:20Z,"Actor Kriti Sanon is awaiting the release of Om Raut's upcoming film Adipurush with co-stars Prabhas and Saif Ali Khan. Amid this, Kriti visited a temple to seek blessings for the movie's newly-releaâ€¦ [+1822 chars]",entertainment,in
,,,"{'id': None, 'name': 'India Today'}",Grace Cyril,Tiger Shroff can't keep calm as Nick Jonas lauds his recreation of Maan Meri Jaan Afterlife - India Today,Nick Jonas has now praised Tiger Shroff's rendition of Maan Meri Jaan (Afterlife). The actor was excited to see his favourite artist comment on his video.,https://www.indiatoday.in/movies/celebrities/story/tiger-shroff-cant-keep-calm-as-nick-jonas-lauds-his-recreation-of-maan-meri-jaan-afterlife-2386272-2023-05-30,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/befunky-collage_62-sixteen_nine.jpg?VersionId=Fo78RThknDeBMTnsFe3WFnbKA0JN5ISC,2023-05-30T04:36:24Z,"By Grace Cyril: Tiger Shroff is a multi-talented man. Apart from being a great actor and dancer, he is also a good singer. Recently, Tiger sang Maan Meri Jaan (Afterlife) version of Indian artiste Kiâ€¦ [+1030 chars]",entertainment,in
,,,"{'id': None, 'name': 'Telugu360.com'}",,Another Major deal for Jio Cinema - Telugu360,"Jio Cinema another deal, Jio cinema deal with NBCU Universal",https://www.telugu360.com/another-major-deal-for-jio-cinema/,https://www.telugu360.com/wp-content/uploads/2023/04/jio-cinema.jpg,2023-05-30T03:49:21Z,"After the major deal with Warners Bros Discovery, Jio Cinema and Viacom18 streaming service together signed a multi-year deal with global media and entertainment company NBCU Universal. The content fâ€¦ [+826 chars]",entertainment,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Hereâ€™s how Salman Khan hugged Vicky Kaushal to clear confusion on their awkward exchange in recent viral video - Indiatimes.com,A video of Salman Khan and Vicky Kaushalâ€™s awkward exchange on the green carpet of a recent award function created a lot of buzz on social media. Several netizens also criticised Salmanâ€™s bodyguards for almost pushing the â€˜Uriâ€™ actor into a corner to,https://timesofindia.indiatimes.com/videos/entertainment/hindi/heres-how-salman-khan-hugged-vicky-kaushal-to-clear-confusion-on-their-awkward-exchange-in-recent-viral-video/videoshow/100609560.cms,https://timesofindia.indiatimes.com/photo/100609560/size-54574/100609560.jpg,2023-05-30T03:26:30Z,"A video of Salman Khan
 and Vicky Kaushals awkward exchange on the green carpet of a recent award function created a lot of buzz on social media. Several netizens also criticised Salmans bodyguards â€¦ [+659 chars]",entertainment,in
,,,"{'id': None, 'name': 'Jagran Josh'}",Astha Pasricha,Today's Wordle 710: Hints and Clues of 30th May with Solution for Word Puzzle Game - Jagran Josh,Wordle Today: Get here todayâ€™s hints and clues for Wordle 710 game for 30th May 2023. Wordle is a very popular game related to word puzzle games.,https://www.jagranjosh.com/general-knowledge/today-wordle-710-word-of-the-day-30-may-hint-clues-1685385339-1,https://img.jagranjosh.com/images/2023/May/3052023/MashableWORDLE-00_11zon.jpg,2023-05-29T18:31:00Z,"With every sunrise, Wordle lovers across the globe open their eyes in the excitement of cracking the Wordle of the day. No wonder, the NYTimes Wordle is undoubtedly a popular web-based word game worlâ€¦ [+3847 chars]",entertainment,in
,,,"{'id': None, 'name': 'YouTube'}",,Anushka Sharma Gets Ready For Her Debut At The Cannes Film Festival 2023 - VOGUE India,Go behind the scenes with Anushka Sharma as she gets ready for her debut at the #CannesFilmFestival with Lâ€™OrÃ©al Paris. â€œIâ€™m trying to enjoy myself. I just w...,https://www.youtube.com/watch?v=b2ouqFPTxik,https://i.ytimg.com/vi/b2ouqFPTxik/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgUSg_MA8=&rs=AOn4CLAcdgPmxf1rz0i96rWQN5XVGfqb7g,2023-05-29T13:20:31Z,,entertainment,in
,,,"{'id': None, 'name': 'NDTV News'}",,Parineeti Chopra Wipes Dad Pawan's Tears Away In New Engagement Pic. Aww - NDTV Movies,"Replying to the post, Parineeti jokingly wrote, ""Only problem in these photos is you""",https://www.ndtv.com/entertainment/parineeti-chopra-wipes-dad-pawans-tears-away-in-new-engagement-pic-aww-4076187,https://c.ndtvimg.com/2023-05/8o4ej9v8_parineeti-_625x300_29_May_23.jpg,2023-05-29T11:58:51Z,"Image was shared by Shivang Chopra . (courtesy: shivangchopra99)
New Delhi: This newest picture of Parineeti Chopra wiping the tears off her father Pawan Chopra's face will surely melt your heart. Eâ€¦ [+2257 chars]",entertainment,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Kalpana Sharma,Leg workouts can protect you from fatal heart attacks; read how - Times of India,"According to research, leg strength is a major predictor of long-term survival after a heart attack. Individuals with better leg strength had a lower",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/leg-workouts-can-protect-you-from-fatal-heart-attacks-read-how/articleshow/100645040.cms,"https://static.toiimg.com/thumb/msid-100645173,width-1070,height-580,imgsize-68334,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-31T10:30:00Z,Common myths about heart failure that many believe to be trueDebunking heart failure myths that you may think are true.,general,in
,,,"{'id': None, 'name': 'Livemint'}",Livemint,"India Q4 GDP LIVE updates: Sensex, Nifty 50 close lower as traders eye GDP data; banking stocks drag most | Mint - Mint","India's GDP data will be out today.According to the RBI's Q4 estimates, India's real GDP growth will stand at 5.1%",https://www.livemint.com/news/india/india-q4-gdp-live-updates-nso-to-release-gdp-data-for-january-march-2023-quarter-11685504900602.html,https://www.livemint.com/lm-img/img/2023/05/31/600x338/INDIA-INFRASTRUCTURE-1_1685505210468_1685505227434.jpg,2023-05-31T10:06:52Z,"The Central government's NSO office on Wednesday will release India's Gross Domestic Product (GDP) data for the January-March quarter (Q4FY2023). As per the latest projections, India's GDP has grown â€¦ [+8196 chars]",general,in
,,,"{'id': None, 'name': 'Financial Express'}",The Financial Express,"Share Market LIVE: Nifty settles below 18550, Sensex tanks 350 pts; Bank Nifty below 44150, ONGC, NTPC fall - The Financial Express",,https://www.financialexpress.com/market/share-market-today-live-updates-sensex-nifty-rupee-vs-dollar-sgx-nifty-asia-us-market-adani-ports-coal-india-stocks-wednesday-31-may/3108290/,,2023-05-31T10:06:40Z,,general,in
,,,"{'id': None, 'name': 'Zoom'}",TN Sports Desk,"3-time IPL Winner Snubs Hardik Pandya & Dhoni, Picks 29-year-old Star As Best Captain Of IPL 2023 - Times Now","MS Dhoni inspired the Chennai Super Kings to their record-equaling fifth IPL title this year. The Men in Yellow completed a stunning comeback this year, and with the same set of players with whom they finished second last in 2022, they went on to win the tropâ€¦",https://www.timesnownews.com/sports/cricket/3-time-ipl-winner-snubs-hardik-pandya-dhoni-picks-29-year-old-star-as-best-captain-of-ipl-2023-article-100646033,"https://static.tnn.in/thumb/msid-100646033,updatedat-1685524708624,width-1280,height-720,resizemode-75/100646033.jpg",2023-05-31T09:33:00Z,"Bihar School Teacher Recruitment 2023: Notification for 1,70,461 Vacancies Released, Application from June",general,in
,,,"{'id': None, 'name': 'The Weather Channel'}",The Weather Channel,Webb Spots 9600-KM-Long Water Plume Oozing From Saturn's Moon! | Weather.com - The Weather Channel,"JWST spotted a giant water vapour plume bursting out of Enceladus, spanning nearly 40 times larger than the moonâ€™s mean radius of 252 km, leaving scientists understandably puzzled.",https://weather.com/en-IN/india/space/news/2023-05-31-webb-spots-9600-km-long-water-plume-oozing-from-saturns-moon,https://s.w-x.co/in-water_plume_enceladus.jpg,2023-05-31T09:13:34Z,"It's always exciting when celestial bodies end up acting weird. This week, Enceladus Saturns tiny moon spanning a measly 500 kilometres in diameter has stolen the spotlight once again for its pimple-â€¦ [+2622 chars]",general,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,New technology can generate electricity from humidity in air - The Indian Express,,https://indianexpress.com/article/technology/science/technology-humidity-in-air-electricity-8638669/,,2023-05-31T09:09:52Z,,general,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Aamir Khan takes a dig at Kapil Sharma for never inviting him to â€˜The Kapil Sharma Showâ€™ | Hindi Movie News - Bollywood - Indiatimes.com,"Superstar Aamir Khan was seen at the trailer launch event of the Punjabi film â€˜Carry on Jatta 3â€™ in Mumbai. At the event, Aamir Khan playfully complained to comedian Kapil Sharma, also present at the event, for not inviting him to the â€˜The Kapil Shar",https://timesofindia.indiatimes.com/videos/entertainment/hindi/aamir-khan-takes-a-dig-at-kapil-sharma-for-never-inviting-him-to-the-kapil-sharma-show/videoshow/100645796.cms,https://timesofindia.indiatimes.com/photo/100645796/size-59100/100645796.jpg,2023-05-31T09:00:12Z,"Superstar Aamir Khan
 was seen at the trailer launch event of the Punjabi film Carry on Jatta 3
 in Mumbai. At the event, Aamir Khan playfully complained to comedian Kapil Sharma, also present at tâ€¦ [+649 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,Twitter thinks Rahat Fateh Ali Khan's son sounds like Nusrat Fateh Ali Khan - Hindustan Times,Twitter users point out the similarity between the voice of Rahat Fateh Ali Khan's son Shahzaman and legendary Pakistani singer Nusrat Fateh Ali Khan.,https://www.hindustantimes.com/entertainment/music/rahat-fateh-ali-khan-son-nusrat-fateh-ali-khan-viral-video-twitter-101685522002169.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/nusrat_1685522540117_1685522554699.jpg,2023-05-31T08:54:31Z,"Shahzaman Fateh Ali Khan, son of famous Pakistani singer Rahat Fateh Ali Khan, is grabbing attention for his recent live performance in the United States. A video of him singing on stage during his fâ€¦ [+3734 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,India's Asmi Jain wins Apple Swift Student challenge with healthcare app - HT Tech,"Apple has announced the winners of its Swift Student challenge. Among the winners, Asmi Jain from India has built a healthcare app that can help users strengthen their eye muscles.",https://tech.hindustantimes.com/tech/news/indias-asmi-jain-wins-apple-swift-student-challenge-with-healthcare-app-71685521964765.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/WWDC_swift_challenge_1685523072440_1685523080743.jpg,2023-05-31T08:53:36Z,"As part of Apple's yearly tradition, during its Worldwide Developers Conference (WWDC), it issues a challenge to students across the globe to create an original app playground using the Swift coding â€¦ [+1938 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",Parmita Uniyal,6 sweet fruits to satisfy your sugar cravings naturally - Hindustan Times,"If you have a sweet tooth and constantly indulge in sugary delights, here are naturally sweet fruits that can keep the cravings at bay. | Health",https://www.hindustantimes.com/lifestyle/health/6-sweet-fruits-to-satisfy-your-sugar-cravings-naturally-101685519956656.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/mango_1685520013945_1685520014099.jpg,2023-05-31T08:04:52Z,"For many, a hearty meal is incomplete without a scoop of ice cream, pastries or sweets. But considering the adverse effect of sugar on waistline, oral health and other aspects of well-being, people tâ€¦ [+2722 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,NASA Astronomy Picture of the Day 31 May 2023: The history of our Universe - HT Tech,Todayâ€™s NASA Astronomy Picture of the Day is the computer simulation of our Universe as it developed throughout history.,https://tech.hindustantimes.com/tech/news/nasa-astronomy-picture-of-the-day-31-may-2023-the-history-of-our-universe-71685519900855.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/Untitled_design_1685520170254_1685520175262.jpg,2023-05-31T08:04:15Z,"The Universe is around 13.8 billion years old, although the exact age remains unknown. But how do experts calculate the age? According to NASA, astronomers can calculate the age of the Universe by loâ€¦ [+2059 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",ANI,What Brij Bhushan Singh said after wrestlers threatened to throw medals in Ganga - Hindustan Times,Wrestlers' protest: The wrestlers issued a five-day ultimatum to the authorities to act against the WFI chief. | Latest News India,https://www.hindustantimes.com/india-news/wrestlers-protest-brij-bhushan-singh-ganga-wrestlers-threatened-to-throw-medals-in-ganga-101685518533758.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/ANI-20230430077-0_1682929359798_1685518744194.jpg,2023-05-31T07:44:25Z,"Embattled Wrestling Federation of India (WFI) chief Brij Bhushan Sharan Singh on Tuesday responded to the protesting wrestlers, who gathered at Haridwar on Tuesday and threatened to throw their medalâ€¦ [+3673 chars]",general,in
,,,"{'id': None, 'name': 'Livemint'}",Livemint,Govt derecognises 40 medical colleges in India; 100 more institutes may face similar action: Report | Mint - Mint,"40 medical colleges in India have lost recognition for not meeting National Medical Commission standards, with 100 more potentially facing similar action",https://www.livemint.com/news/india/govt-derecognise-40-medical-colleges-in-india-100-more-institutes-may-face-similar-action-report-11685515502573.html,https://www.livemint.com/lm-img/img/2023/05/31/600x338/medical-health_1685517723926_1685517724158.jpg,2023-05-31T07:25:14Z,"In the past two months, as many as 40 medical colleges across the country have lost recognition allegedly for not following standards set by the National Medical Commission (NMC). According to a repoâ€¦ [+2323 chars]",general,in
